,No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest
1793,4481,11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.15,1.0,0.65,5.42,8.13,12,42.0,1.0,X
1794,4525,11,A,Prunus serotina,0.068,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.23,1.0,0.7,8.19,11.65,12,42.0,1.0,X
1795,4527,11,E,Prunus serotina,0.068,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.1,1.0,0.52,5.43,7.49,12,42.0,1.0,X
1796,4531,11,C,Prunus serotina,0.055,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.37,1.0,0.58,4.72,7.13,12,42.0,1.0,X
1797,4532,11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,1.0,0.68,5.67,9.44,12,42.0,1.0,X
1798,4549,11,D,Acer saccharum,0.05,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,25.31,1.0,-0.84,9.36,9.68,12,42.0,1.0,X
1799,4581,11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,40.23,1.0,0.44,5.16,6.35,12,42.0,1.0,X
1800,4646,11,B,Acer saccharum,0.055,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.43,1.0,-0.56,9.92,10.04,12,42.0,1.0,X
1801,4662,11,D,Prunus serotina,0.05,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,49.68,1.0,0.44,5.69,8.8,12,42.0,1.0,X
1802,4667,11,B,Prunus serotina,0.055,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,1.0,0.58,5.0,7.17,12,42.0,1.0,X
1803,4677,11,D,Prunus serotina,0.05,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.59,1.0,0.15,5.17,6.25,12,42.0,1.0,X
1804,4688,11,B,Prunus serotina,0.055,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,1.0,0.68,5.67,9.44,12,42.0,1.0,X
1805,4700,11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,40.23,1.0,0.44,5.16,6.35,12,42.0,1.0,X
1806,4724,11,B,Prunus serotina,0.055,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,1.0,0.58,5.0,7.17,12,42.0,1.0,X
1807,4753,12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.5,1.0,0.53,5.35,6.7,12,42.0,1.0,X
1808,5083,12,B,Quercus rubra,0.06,Low,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.59,1.0,2.37,25.82,11.39,21,73.5,1.0,X
1809,4807,12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.5,1.0,0.53,5.35,6.7,12,42.0,1.0,X
1810,5086,12,D,Quercus rubra,0.032,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.14,0.0,3.81,20.61,18.58,33,115.5,0.0,X
1811,4823,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,1.0,0.11,5.15,6.47,12,42.0,1.0,X
1812,5090,12,D,Quercus alba,0.032,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.52,0.0,4.44,19.11,21.89,33,115.5,0.0,X
1813,4835,12,C,Prunus serotina,0.047,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,47.65,1.0,0.63,6.43,10.59,12,42.0,1.0,X
1814,4836,12,C,Quercus rubra,0.047,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,1.0,2.48,26.38,11.04,12,42.0,1.0,X
1815,4854,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,1.0,0.11,5.15,6.47,12,42.0,1.0,X
1816,4861,12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.63,1.0,0.72,7.99,11.63,12,42.0,1.0,X
1817,4865,12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.17,1.0,-0.7,14.0,11.94,12,42.0,1.0,X
1818,4870,12,C,Prunus serotina,0.047,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,47.65,1.0,0.63,6.43,10.59,12,42.0,1.0,X
1819,4877,12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.44,1.0,0.25,5.75,8.67,12,42.0,1.0,X
1820,5105,12,D,Quercus rubra,0.032,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,10.94,1.0,2.21,26.0,11.48,17,59.5,1.0,X
1821,4894,12,C,Prunus serotina,0.047,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.04,1.0,0.37,5.49,9.16,12,42.0,1.0,X
1822,4900,12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,20.17,1.0,-0.7,14.0,11.94,12,42.0,1.0,X
1823,5112,12,D,Quercus alba,0.032,Low,2017,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,8.76,1.0,2.32,18.87,18.64,23,80.5,1.0,X
1824,4933,12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.63,1.0,0.72,7.99,11.63,12,42.0,1.0,X
1825,4935,12,A,Prunus serotina,0.063,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.81,1.0,0.6,4.94,7.85,12,42.0,1.0,X
1826,4938,12,A,Prunus serotina,0.063,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,32.18,1.0,0.39,5.18,6.74,12,42.0,1.0,X
1827,4946,12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,27.89,1.0,0.11,5.15,6.47,12,42.0,1.0,X
1828,4962,12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.44,1.0,0.25,5.75,8.67,12,42.0,1.0,X
1829,4989,12,B,Prunus serotina,0.06,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,1.0,0.4,5.25,6.91,12,42.0,1.0,X
1830,4999,12,D,Acer saccharum,0.032,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,26.04,1.0,-0.85,9.34,9.71,12,42.0,1.0,X
1831,5041,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1832,5044,12,B,Prunus serotina,0.06,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.28,1.0,0.59,4.83,7.49,12,42.0,1.0,X
1833,5073,12,D,Prunus serotina,0.032,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,22.48,1.0,0.33,5.24,7.37,12,42.0,1.0,X
1834,5078,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1835,5089,12,D,Prunus serotina,0.032,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/7/18,28.26,1.0,0.1,5.15,6.47,12,42.0,1.0,X
1836,5096,12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,1.0,0.68,6.47,10.46,12,42.0,1.0,X
1837,5097,12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1838,5104,12,D,Prunus serotina,0.032,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,22.48,1.0,0.33,5.24,7.37,12,42.0,1.0,X
1839,5151,12,B,Quercus alba,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,15.17,0.0,4.74,23.67,16.12,33,115.5,0.0,X
1840,5119,12,B,Prunus serotina,0.06,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.28,1.0,0.59,4.83,7.49,12,42.0,1.0,X
1841,5153,12,B,Quercus alba,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,20.14,0.0,4.74,18.34,22.05,33,115.5,0.0,X
1842,5156,12,B,Quercus rubra,0.06,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,26.68,1.0,3.93,27.29,14.86,21,73.5,1.0,X
1843,5152,12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,1.0,0.68,6.47,10.46,12,42.0,1.0,X
1844,5164,12,D,Acer saccharum,0.032,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.41,1.0,-0.24,9.61,10.03,18,63.0,1.0,X
1845,5173,12,B,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,1.0,0.68,6.47,10.46,12,42.0,1.0,X
1846,5188,13,A,Prunus serotina,0.052,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,15.38,1.0,0.31,5.18,7.67,12,42.0,1.0,X
1847,5192,13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,1.0,0.21,4.8,5.44,12,42.0,1.0,X
1848,5215,13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,1.0,-0.02,13.88,12.46,12,42.0,1.0,X
1849,5230,13,C,Prunus serotina,0.087,Med,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,8.73,1.0,0.06,7.69,11.93,12,42.0,1.0,X
1850,5243,13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,1.0,0.21,4.8,5.44,12,42.0,1.0,X
1851,5178,12,D,Prunus serotina,0.032,Low,2017,Sterile,I,Sterile,Sterilized,AMF,Sterile,6/5/18,10.98,0.0,0.0,5.0,8.22,33,115.5,0.0,X
1852,5296,13,A,Acer saccharum,0.052,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,10.62,1.0,-0.09,10.73,10.96,12,42.0,1.0,X
1853,5185,13,A,Quercus alba,0.052,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.81,1.0,4.58,19.18,21.96,19,66.5,1.0,X
1854,5323,13,A,Prunus serotina,0.052,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.02,1.0,0.21,4.8,5.44,12,42.0,1.0,X
1855,5434,13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.26,1.0,0.28,10.99,13.42,12,42.0,1.0,X
1856,5442,13,B,Acer saccharum,0.093,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.56,1.0,0.12,14.44,12.69,12,42.0,1.0,X
1857,5194,13,C,Quercus alba,0.087,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,14.09,0.0,4.64,17.68,23.52,33,115.5,0.0,X
1858,5486,13,D,Prunus serotina,0.086,Med,2017,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,10.0,1.0,0.05,7.33,11.55,12,42.0,1.0,X
1859,5489,13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,17.26,1.0,0.28,10.99,13.42,12,42.0,1.0,X
1860,5210,13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,41.48,0.0,3.84,23.88,16.28,33,115.5,0.0,X
1861,5508,13,D,Prunus serotina,0.086,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,10.0,1.0,0.05,7.33,11.55,12,42.0,1.0,X
1862,5512,13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.91,1.0,0.15,13.8,12.05,12,42.0,1.0,X
1863,5517,13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.91,1.0,0.15,13.8,12.05,12,42.0,1.0,X
1864,5587,13,B,Prunus serotina,0.093,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,9.59,1.0,-0.01,8.0,11.76,12,42.0,1.0,X
1865,5625,14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,1.0,0.4,5.25,6.91,12,42.0,1.0,X
1866,5644,14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.83,1.0,0.69,5.84,9.74,12,42.0,1.0,X
1867,5645,14,C,Prunus serotina,0.053,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.33,1.0,0.54,5.03,6.85,12,42.0,1.0,X
1868,5721,14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.83,1.0,0.69,5.84,9.74,12,42.0,1.0,X
1869,5729,14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1870,5249,13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,13.4,1.0,-0.02,13.88,12.46,17,59.5,1.0,X
1871,5739,14,C,Prunus serotina,0.053,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,29.53,1.0,0.75,5.97,10.02,12,42.0,1.0,X
1872,5267,13,C,Acer saccharum,0.087,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,1.0,0.31,13.94,12.3,17,59.5,1.0,X
1873,5746,14,A,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,1.0,0.68,6.47,10.46,12,42.0,1.0,X
1874,5273,13,C,Prunus serotina,0.087,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,16.18,1.0,0.35,10.85,13.69,17,59.5,1.0,X
1875,5762,14,A,Prunus serotina,0.06,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1876,5784,14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1877,5803,14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.02,1.0,0.4,5.25,6.91,12,42.0,1.0,X
1878,5844,14,D,Prunus serotina,0.059,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,38.48,1.0,0.56,5.03,7.0,12,42.0,1.0,X
1879,5289,13,C,Acer saccharum,0.087,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,5/17/18,8.7,1.0,0.05,12.43,12.39,18,63.0,1.0,X
1880,5873,14,B,Prunus serotina,0.074,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,34.77,1.0,0.46,5.11,7.11,12,42.0,1.0,X
1881,5292,13,C,Quercus rubra,0.087,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.67,1.0,3.64,20.43,18.51,21,73.5,1.0,X
1882,5875,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,1.0,0.64,7.05,11.39,12,42.0,1.0,X
1883,5888,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,1.0,0.64,7.05,11.39,12,42.0,1.0,X
1884,5898,14,D,Prunus serotina,0.059,Low,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,53.5,1.0,0.56,5.4,6.47,12,42.0,1.0,X
1885,5911,14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,1.0,0.64,7.05,11.39,12,42.0,1.0,X
1886,5300,13,A,Quercus rubra,0.052,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,13.36,0.0,3.43,26.46,13.79,33,115.5,0.0,X
1887,5303,13,C,Quercus rubra,0.087,Med,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,4.4,1.0,3.41,24.66,14.85,21,73.5,1.0,X
1888,5307,13,C,Quercus alba,0.087,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,5.29,0.0,3.3,18.95,20.18,33,115.5,0.0,X
1889,5920,14,D,Prunus serotina,0.059,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.63,1.0,0.58,4.81,7.29,12,42.0,1.0,X
1890,5313,13,A,Quercus alba,0.052,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,9.53,0.0,2.35,18.84,18.54,33,115.5,0.0,X
1891,5957,14,D,Prunus serotina,0.059,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,53.5,1.0,0.56,5.4,6.47,12,42.0,1.0,X
1892,5968,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,37.5,1.0,0.43,5.26,6.88,12,42.0,1.0,X
1893,6002,14,B,Prunus serotina,0.074,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,27.64,1.0,0.64,7.05,11.39,12,42.0,1.0,X
1894,6028,14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,37.5,1.0,0.43,5.26,6.88,12,42.0,1.0,X
1895,6112,15,C,Acer saccharum,0.103,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.16,1.0,-0.64,13.88,12.13,12,42.0,1.0,X
1896,5328,13,A,Quercus rubra,0.052,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.28,0.0,3.75,19.84,19.6,33,115.5,0.0,X
1897,5331,13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,41.48,0.0,3.84,23.88,16.28,33,115.5,0.0,X
1898,6140,15,A,Prunus serotina,0.087,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.65,1.0,0.71,10.43,13.72,12,42.0,1.0,X
1899,6216,15,A,Prunus serotina,0.087,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.46,1.0,0.38,10.27,14.03,12,42.0,1.0,X
1900,6271,15,B,Prunus serotina,0.11,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,39.74,1.0,0.72,9.52,11.98,12,42.0,1.0,X
1901,6274,15,E,Acer saccharum,0.086,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.35,1.0,-0.58,14.11,12.2,12,42.0,1.0,X
1902,6305,15,B,Acer saccharum,0.11,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.09,1.0,-0.47,13.95,12.14,12,42.0,1.0,X
1903,5352,13,A,Quercus alba,0.052,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,24.58,0.0,4.35,19.27,20.87,33,115.5,0.0,X
1904,6306,15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.94,1.0,0.28,10.65,13.92,12,42.0,1.0,X
1905,6313,15,D,Prunus serotina,0.086,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.89,1.0,0.19,10.49,13.72,12,42.0,1.0,X
1906,6338,15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,22.94,1.0,0.28,10.65,13.92,12,42.0,1.0,X
1907,6434,15,B,Prunus serotina,0.11,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,51.92,1.0,0.93,9.96,13.23,12,42.0,1.0,X
1908,5366,13,A,Quercus alba,0.052,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17.37,0.0,3.67,18.96,20.66,33,115.5,0.0,X
1909,6453,15,B,Prunus serotina,0.11,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,39.74,1.0,0.72,9.52,11.98,12,42.0,1.0,X
1910,6455,15,D,Prunus serotina,0.086,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.51,1.0,0.63,10.91,13.43,12,42.0,1.0,X
1911,6474,15,D,Prunus serotina,0.086,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,29.94,1.0,0.56,10.76,13.39,12,42.0,1.0,X
1912,5380,13,C,Quercus alba,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,21.02,0.0,5.31,20.46,19.21,33,115.5,0.0,X
1913,5383,13,A,Quercus rubra,0.052,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.89,0.0,3.72,19.69,19.37,33,115.5,0.0,X
1914,5387,13,A,Quercus alba,0.052,Low,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,9.53,0.0,2.35,18.84,18.54,33,115.5,0.0,X
1915,5389,13,A,Quercus rubra,0.052,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,15.14,0.0,2.45,23.26,12.39,33,115.5,0.0,X
1916,5392,13,E,Quercus rubra,0.077,Med,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,17.2,1.0,3.6,25.5,14.73,21,73.5,1.0,X
1917,6492,16,C,Prunus serotina,0.133,High,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/7/18,43.6,1.0,0.62,10.04,13.44,12,42.0,1.0,X
1918,6523,16,A,Prunus serotina,0.122,High,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,26.56,1.0,0.76,9.3,11.88,12,42.0,1.0,X
1919,5401,13,B,Quercus alba,0.093,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.57,1.0,5.07,18.94,22.35,21,73.5,1.0,X
1920,6552,16,C,Prunus serotina,0.133,High,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,62.62,1.0,0.88,9.03,11.64,12,42.0,1.0,X
1921,6571,16,A,Prunus serotina,0.122,High,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,26.56,1.0,0.76,9.3,11.88,12,42.0,1.0,X
1922,6599,16,C,Prunus serotina,0.133,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,62.62,1.0,0.88,9.03,11.64,12,42.0,1.0,X
1923,5412,13,D,Quercus alba,0.086,Med,2017,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,5.33,0.0,3.22,18.69,20.69,33,115.5,0.0,X
1924,6620,16,C,Prunus serotina,0.133,High,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/7/18,43.6,1.0,0.62,10.04,13.44,12,42.0,1.0,X
1925,6667,16,A,Prunus serotina,0.122,High,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,55.24,1.0,0.97,9.98,13.22,12,42.0,1.0,X
1926,5425,13,B,Acer saccharum,0.093,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,5/17/18,8.49,1.0,0.06,11.63,11.92,18,63.0,1.0,X
1927,6669,16,E,Prunus serotina,0.111,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.35,1.0,0.59,10.92,13.79,12,42.0,1.0,X
1928,5428,13,E,Acer saccharum,0.077,Med,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,5/17/18,9.04,1.0,-0.01,10.62,11.92,18,63.0,1.0,X
1929,6679,16,A,Prunus serotina,0.122,High,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,55.24,1.0,0.97,9.98,13.22,12,42.0,1.0,X
1930,6685,16,A,Prunus serotina,0.122,High,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,26.56,1.0,0.76,9.3,11.88,12,42.0,1.0,X
1931,6781,16,D,Prunus serotina,0.133,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,62.62,1.0,0.88,9.03,11.64,12,42.0,1.0,X
1932,5438,13,B,Quercus alba,0.093,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.57,0.0,5.07,18.94,22.35,33,115.5,0.0,X
1933,6805,16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,22.32,1.0,-0.56,13.96,12.12,12,42.0,1.0,X
